"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should singularize word if 0 offer","pluralize","Thu Jan 16 17:02:45 UTC 2025","passed","Thu Jan 16 17:02:45 UTC 2025","","words with ""x"" plural","",""
"","34","should display an expiration field disabled when activationCodesExpirationDatetime is provided","screens:StocksThing","Thu Jan 16 16:58:34 UTC 2025","passed","Thu Jan 16 16:58:34 UTC 2025","","activation codes","",""
"","19","display a new text in the ""à savoir"" section when marseille ff is active","FormParticipants","Thu Jan 16 16:59:41 UTC 2025","passed","Thu Jan 16 16:59:41 UTC 2025","","","",""
"","636","should display errors","OpeningHoursForm","Thu Jan 16 17:00:07 UTC 2025","passed","Thu Jan 16 17:00:08 UTC 2025","","","",""
"","17","when offers are not found","offers","Thu Jan 16 16:58:17 UTC 2025","passed","Thu Jan 16 16:58:17 UTC 2025","","should display no results page","",""
"","3","should not display beneficiary name part when no first nor last name is given","BeneficiaryCell","Thu Jan 16 17:02:31 UTC 2025","passed","Thu Jan 16 17:02:31 UTC 2025","","","",""
"","78","should close Dialog on cancel button click","ButtonInvalidateToken","Thu Jan 16 17:02:57 UTC 2025","passed","Thu Jan 16 17:02:57 UTC 2025","","","",""
"","1","should not display the time when the starting date is at midnight","getRangeToFrenchText","Thu Jan 16 17:00:38 UTC 2025","passed","Thu Jan 16 17:00:38 UTC 2025","","","",""
"","23","should not display active toggle button when should be disabled","Toggle button","Thu Jan 16 17:01:58 UTC 2025","passed","Thu Jan 16 17:01:58 UTC 2025","","","",""
"","64","should render empty state when 0 everywhere","OfferStats","Thu Jan 16 17:01:20 UTC 2025","passed","Thu Jan 16 17:01:20 UTC 2025","","","",""
"","51","should allow to publish template offer when the ENABLE_COLLECTIVE_NEW_STATUSES FF is enabled","CollectiveActionsCells","Thu Jan 16 16:58:45 UTC 2025","passed","Thu Jan 16 16:58:45 UTC 2025","","","",""
"","9","should display both date and time when dates are not the same","OfferNameCell","Thu Jan 16 17:01:15 UTC 2025","passed","Thu Jan 16 17:01:15 UTC 2025","","","",""
"","60","should show a preview of the offer bookable","AdagePreviewLayout","Thu Jan 16 17:01:55 UTC 2025","passed","Thu Jan 16 17:01:55 UTC 2025","","","",""
"","0","should not block when going from stocks to creation page","components | RouteLeavingGuardCollectiveOfferCreation","Thu Jan 16 17:00:30 UTC 2025","passed","Thu Jan 16 17:00:30 UTC 2025","","","",""
"","11","should render steps for validated booking and missing bankInformation","collective timeline","Thu Jan 16 16:59:05 UTC 2025","passed","Thu Jan 16 16:59:05 UTC 2025","","validated booking","",""
"","83","should render bookable offer summary creation with three edit links (details, stock, institution)","CollectiveOfferSummaryCreation","Thu Jan 16 17:01:18 UTC 2025","passed","Thu Jan 16 17:01:19 UTC 2025","","","",""
"","84","should open email provider on click","OfferShareLink","Thu Jan 16 17:02:18 UTC 2025","passed","Thu Jan 16 17:02:18 UTC 2025","","","",""
"","6","should not display the ellipsis tag if there are 5 or fewer selected options","SelectedValuesTags","Thu Jan 16 17:01:44 UTC 2025","passed","Thu Jan 16 17:01:44 UTC 2025","","","",""
"","260","should render component","screens:SignupJourney::Activity","Thu Jan 16 17:00:12 UTC 2025","passed","Thu Jan 16 17:00:13 UTC 2025","","","",""
"","14","should show a generic count when more than 500 offers are selected","ActionsBar","Thu Jan 16 16:58:58 UTC 2025","passed","Thu Jan 16 16:58:58 UTC 2025","","","",""
"","330","should allow user to delete stock from a synchronized offer","screens:StocksEventEdition","Thu Jan 16 16:58:30 UTC 2025","passed","Thu Jan 16 16:58:31 UTC 2025","","","",""
"","15","should see activity screen if no activity data is set but an offerer is set","ValidationScreen","Thu Jan 16 16:59:20 UTC 2025","passed","Thu Jan 16 16:59:20 UTC 2025","","","",""
"","5","Should display the right wording without the FF enabled","OffererBanners","Thu Jan 16 17:00:56 UTC 2025","passed","Thu Jan 16 17:00:56 UTC 2025","user offerer not validated","WIP_ENABLE_OFFER_ADDRESS","",""
"","308","should display next page when clicking on right arrow","route CollectiveOffers","Thu Jan 16 16:58:35 UTC 2025","passed","Thu Jan 16 16:58:35 UTC 2025","","page navigation","",""
"","222","should select venue and display the next step","screens | OfferEducational : creation offerer step","Thu Jan 16 17:00:08 UTC 2025","passed","Thu Jan 16 17:00:08 UTC 2025","","when there is only one managed venue associated with the offerer and offerer is eligible","",""
"","0","should block when leaving offer creation","components | RouteLeavingGuardCollectiveOfferCreation","Thu Jan 16 17:00:30 UTC 2025","passed","Thu Jan 16 17:00:30 UTC 2025","","","",""
"","1","should return the price as free if the offer is bookable and the price is zero","getOfferTags","Thu Jan 16 17:00:36 UTC 2025","passed","Thu Jan 16 17:00:36 UTC 2025","","","",""
"","5","should load features after 30 min","useLoadFeatureFlags","Thu Jan 16 17:02:53 UTC 2025","passed","Thu Jan 16 17:02:53 UTC 2025","","","",""
"","23","should not display the create offer button if the user isn't Admin","StatisticsDashboard","Thu Jan 16 17:00:56 UTC 2025","passed","Thu Jan 16 17:00:56 UTC 2025","","","",""
"","179","should called onCancel button onclick","DeactivationConfirmDialog","Thu Jan 16 17:01:56 UTC 2025","passed","Thu Jan 16 17:01:57 UTC 2025","","","",""
"","162","should display 2 inputs and one link to account creation and one button to login","SignIn","Thu Jan 16 16:58:58 UTC 2025","passed","Thu Jan 16 16:58:58 UTC 2025","","","",""
"","2","should add ""Toute la France"" in selected values","handleAllFranceDepartmentOptions","Thu Jan 16 17:01:42 UTC 2025","passed","Thu Jan 16 17:01:42 UTC 2025","","","",""
"","1","should return false for 'not allowed action CAN_CREATE_BOOKABL…'","isActionAllowedOnCollectiveOffer","Thu Jan 16 17:02:19 UTC 2025","passed","Thu Jan 16 17:02:19 UTC 2025","","","",""
"","140","The apply button should change the email value","EmailSpellCheckInput","Thu Jan 16 17:01:32 UTC 2025","passed","Thu Jan 16 17:01:32 UTC 2025","","","",""
"","1","should validate the form for case: duplicate hours","validationSchema","Thu Jan 16 17:00:56 UTC 2025","passed","Thu Jan 16 17:00:56 UTC 2025","","","",""
"","176","should not erase the selected dates when changing from specific dates offer to permanent and back","FormDates","Thu Jan 16 17:00:23 UTC 2025","passed","Thu Jan 16 17:00:23 UTC 2025","","","",""
"","8","should render urls with <a> tag","Markdown","Thu Jan 16 17:02:00 UTC 2025","passed","Thu Jan 16 17:02:00 UTC 2025","","","",""
"","25","should call reinit filters on click reinit button","FiltersTag","Thu Jan 16 16:59:56 UTC 2025","passed","Thu Jan 16 16:59:56 UTC 2025","","","",""
"","5","should format the booking date even when the department code of the venue is not defined","BookingDetails","Thu Jan 16 17:02:42 UTC 2025","passed","Thu Jan 16 17:02:42 UTC 2025","","","",""
"","27","should move focus to the input when the checkbox is unchecked and reset the input value","PriceInput","Thu Jan 16 17:01:20 UTC 2025","passed","Thu Jan 16 17:01:20 UTC 2025","","when ""Gratuit"" checkbox display is enabled","",""
"","35","should validate the form for case: start and end date should be on same school year","validationSchema","Thu Jan 16 17:01:05 UTC 2025","passed","Thu Jan 16 17:01:05 UTC 2025","","","",""
"","61","should render venue filter with default option selected and given venues as options","IndividualOffersScreen","Thu Jan 16 16:58:22 UTC 2025","passed","Thu Jan 16 16:58:22 UTC 2025","","","",""
"","52","should render a main heading when provided","Layout","Thu Jan 16 17:01:08 UTC 2025","passed","Thu Jan 16 17:01:08 UTC 2025","","about main heading & back to nav link","",""
"","143","should sort students options with selected first but keep initial order otherwise","OfferFilters","Thu Jan 16 16:59:31 UTC 2025","passed","Thu Jan 16 16:59:31 UTC 2025","","","",""
"","75","should redirect user on offerer page on continue button click","screens:SignupJourney::Welcome","Thu Jan 16 17:03:05 UTC 2025","passed","Thu Jan 16 17:03:05 UTC 2025","","","",""
"","47","should display error when file is too big","ImageUploadBrowserForm","Thu Jan 16 17:00:45 UTC 2025","passed","Thu Jan 16 17:00:45 UTC 2025","","","",""
"","1","should give venue name when venue is not virtual and has no public name","computeVenueDisplayName","Thu Jan 16 17:00:57 UTC 2025","passed","Thu Jan 16 17:00:57 UTC 2025","","","",""
"","69","render","ImageUploadBrowserForm","Thu Jan 16 17:00:44 UTC 2025","passed","Thu Jan 16 17:00:44 UTC 2025","","","",""
"","691","should select only domtom options","CollectiveDataEdition","Thu Jan 16 16:58:41 UTC 2025","passed","Thu Jan 16 16:58:42 UTC 2025","","intervention area","",""
"","0","should validate the following email address : a.test@test.com","isValidEmail","Thu Jan 16 17:03:33 UTC 2025","passed","Thu Jan 16 17:03:33 UTC 2025","","","",""
"","1","should return not virtual when subCatagory is OFFLINE only","getFilteredVenueList","Thu Jan 16 17:01:15 UTC 2025","passed","Thu Jan 16 17:01:15 UTC 2025","","getFilteredVenueListBySubcategory","",""
"","10","should render steps for confirmed booking","collective timeline","Thu Jan 16 16:59:05 UTC 2025","passed","Thu Jan 16 16:59:05 UTC 2025","","","",""
"","66","should show the phone form when the contact phone checkbox is checked","FormContactTemplate","Thu Jan 16 17:01:47 UTC 2025","passed","Thu Jan 16 17:01:47 UTC 2025","","","",""
"","0","should block when leaving stock creation","components | RouteLeavingGuardCollectiveOfferCreation","Thu Jan 16 17:00:30 UTC 2025","passed","Thu Jan 16 17:00:30 UTC 2025","","","",""
"","1","should reject too long phone number","french phone number without region code","Thu Jan 16 17:01:08 UTC 2025","passed","Thu Jan 16 17:01:08 UTC 2025","","","",""
"","57","should render Illimité","StocksEventList","Thu Jan 16 16:58:53 UTC 2025","passed","Thu Jan 16 16:58:53 UTC 2025","","","",""
"","319","should display next page when clicking on right arrow","route TemplateCollectiveOffers","Thu Jan 16 16:58:50 UTC 2025","passed","Thu Jan 16 16:58:50 UTC 2025","","page navigation","",""
"","45","should log an event on page load","useLogNavigation","Thu Jan 16 17:01:27 UTC 2025","passed","Thu Jan 16 17:01:27 UTC 2025","","","",""
"","0","should return stock details from requested offer when only totalTeachers is defined","extractInitialVisibilityValues","Thu Jan 16 17:00:24 UTC 2025","passed","Thu Jan 16 17:00:24 UTC 2025","","","",""
"","3","should delete image in case of normal offer","useCollectiveOfferImageUpload","Thu Jan 16 17:01:10 UTC 2025","passed","Thu Jan 16 17:01:10 UTC 2025","","","",""
"","88","should log add venue bank to account","LinkVenueCallout","Thu Jan 16 17:00:17 UTC 2025","passed","Thu Jan 16 17:00:17 UTC 2025","","With FF enabled","",""
"","42","should display warning when limit booking date is in less than 7 days","bookings offer cell","Thu Jan 16 17:00:31 UTC 2025","passed","Thu Jan 16 17:00:31 UTC 2025","","","",""
"","25","should redirect to onboarding if has no user_offerer on private page","App","Thu Jan 16 17:00:45 UTC 2025","passed","Thu Jan 16 17:00:45 UTC 2025","","","",""
"","1","should filter out properties that are not in the extraData","IndividualOffer:commons:serializers","Thu Jan 16 16:59:30 UTC 2025","passed","Thu Jan 16 16:59:30 UTC 2025","","serializeExtraDataForPatch","",""
"","6","should serialize data for stock event creation","serializeStockEventEdition","Thu Jan 16 17:01:35 UTC 2025","passed","Thu Jan 16 17:01:35 UTC 2025","","","",""
"","41","should redirect to offerers page if user is not admin","SignIn","Thu Jan 16 16:58:59 UTC 2025","passed","Thu Jan 16 16:58:59 UTC 2025","","when user is signed in","",""
"","108","should call callback action when clicking the button","ButtonLink","Thu Jan 16 17:01:51 UTC 2025","passed","Thu Jan 16 17:01:51 UTC 2025","","","",""
"","65","should display a tag for offer template","OfferNameCell","Thu Jan 16 17:00:07 UTC 2025","passed","Thu Jan 16 17:00:07 UTC 2025","","","",""
"","88","should log breadcrumbs navigation to authentication","test renderSignupJourneyStepper","Thu Jan 16 17:00:10 UTC 2025","passed","Thu Jan 16 17:00:10 UTC 2025","","","",""
"","1","should return a date range if the start date is different from the end date","adageOfferDates","Thu Jan 16 17:01:43 UTC 2025","passed","Thu Jan 16 17:01:43 UTC 2025","","getFormattedDatesForBookableOffer","",""
"","16","should display the offer price details","AdageOfferInfoSection","Thu Jan 16 17:00:42 UTC 2025","passed","Thu Jan 16 17:00:42 UTC 2025","","","",""
"","39","should display venues by alphabeticall order","screens | OfferEducational : creation offerer step","Thu Jan 16 17:00:08 UTC 2025","passed","Thu Jan 16 17:00:08 UTC 2025","","when there is multiple venues managed by an offerer","",""
"","119","The email suggestion should be displayed when the email is invalid","EmailSpellCheckInput","Thu Jan 16 17:01:32 UTC 2025","passed","Thu Jan 16 17:01:32 UTC 2025","","","",""
"","0","should remove dates from an offer that has no valid dates to create a template offer","createOfferPayload","Thu Jan 16 17:01:24 UTC 2025","passed","Thu Jan 16 17:01:24 UTC 2025","","","",""
"","10","should show the checkbox children when the input is checked","BaseCHeckbox","Thu Jan 16 17:03:15 UTC 2025","passed","Thu Jan 16 17:03:15 UTC 2025","","","",""
"","1","should return the correct string for each sorting mode","giveSortingModeForAlly","Thu Jan 16 17:02:17 UTC 2025","passed","Thu Jan 16 17:02:17 UTC 2025","","","",""
"","33","should display no results message whenever favorites list is empty","OffersFavorites","Thu Jan 16 17:00:41 UTC 2025","passed","Thu Jan 16 17:00:41 UTC 2025","","","",""
"","64","should display the EAC section when no adage","PartnerPages","Thu Jan 16 17:00:58 UTC 2025","passed","Thu Jan 16 17:00:58 UTC 2025","","","",""
"","0","when it is only hours","formatDuration","Thu Jan 16 17:03:36 UTC 2025","passed","Thu Jan 16 17:03:36 UTC 2025","","","",""
"","49","should not disable description, price and places when allowedAction CAN_EDIT_DISCOUNT exist and FF ENABLE_COLLECTIVE_NEW_STATUSES enable","","Thu Jan 16 16:59:28 UTC 2025","passed","Thu Jan 16 16:59:28 UTC 2025","","","",""
"","41","should log event when clicked on booking link","OfferEducationalActions","Thu Jan 16 16:59:22 UTC 2025","passed","Thu Jan 16 16:59:22 UTC 2025","","","",""
"","193","should not display all offerer options on render","OffererStatsScreen","Thu Jan 16 17:01:40 UTC 2025","passed","Thu Jan 16 17:01:40 UTC 2025","","","",""
"","70","should reload offer to cancel next step when deleting last offer","StocksEventList","Thu Jan 16 16:58:55 UTC 2025","passed","Thu Jan 16 16:58:55 UTC 2025","","","",""
"","3","should not display duration section if the offer has no duration","AdageOfferDetailsSection","Thu Jan 16 17:00:39 UTC 2025","passed","Thu Jan 16 17:00:39 UTC 2025","","","",""
"","272","should disabled publish button link during submit","Summary","Thu Jan 16 16:58:12 UTC 2025","passed","Thu Jan 16 16:58:12 UTC 2025","","On Creation","",""
"","71","should display total number of offers in plural if multiple offers","IndividualOffersScreen","Thu Jan 16 16:58:21 UTC 2025","passed","Thu Jan 16 16:58:21 UTC 2025","","","",""
"","22","should not display dms timeline link if venue has no dms application","venues","Thu Jan 16 17:02:30 UTC 2025","passed","Thu Jan 16 17:02:30 UTC 2025","","","",""
"","42","should display import button","CinemaProviderForm","Thu Jan 16 17:01:11 UTC 2025","passed","Thu Jan 16 17:01:11 UTC 2025","","import form cinema provider for the first time","",""
"","0","should return false if the object doesn't have the property","hasProperty","Thu Jan 16 17:02:43 UTC 2025","passed","Thu Jan 16 17:02:43 UTC 2025","","","",""
"","3","should set default initial values from offer correctly","setDefaultInitialValuesFromOffer","Thu Jan 16 16:59:49 UTC 2025","passed","Thu Jan 16 16:59:49 UTC 2025","","","",""
"","38","should not have ""Tout Sélectionner"" checked when there is no offer to be checked","CollectiveOffersScreen","Thu Jan 16 16:58:39 UTC 2025","passed","Thu Jan 16 16:58:39 UTC 2025","","","",""
"","99","should not inform the user of pre-filter modifications before first click on ""Afficher"" button","components | BookingsRecap | Pro user","Thu Jan 16 16:58:27 UTC 2025","passed","Thu Jan 16 16:58:27 UTC 2025","","","",""
"","73","should return width and height","useGetImageBitmap","Thu Jan 16 17:03:05 UTC 2025","passed","Thu Jan 16 17:03:05 UTC 2025","","","",""
"","436","should prefill intervention and accessibility fields with venue intervention field when selecting venue","screens | OfferEducational : event address step","Thu Jan 16 17:01:31 UTC 2025","passed","Thu Jan 16 17:01:31 UTC 2025","","","",""
"","2","should generate stocks on a daily basis","onSubmit","Thu Jan 16 16:59:06 UTC 2025","passed","Thu Jan 16 16:59:06 UTC 2025","","","",""
"","133","should move from page to page","Pagination","Thu Jan 16 17:02:36 UTC 2025","passed","Thu Jan 16 17:02:36 UTC 2025","","","",""
"","100","should display publication confirmation modal when publication date is in the future","StatusToggleButton","Thu Jan 16 17:00:26 UTC 2025","passed","Thu Jan 16 17:00:26 UTC 2025","","","",""
"","0","should return true when collective offer status is DRAFT","canArchiveCollectiveOffer","Thu Jan 16 17:00:38 UTC 2025","passed","Thu Jan 16 17:00:38 UTC 2025","","","",""
"","129","should display an error when input value is not valid for Formik","SelectAutocomplete","Thu Jan 16 16:58:29 UTC 2025","passed","Thu Jan 16 16:58:30 UTC 2025","","","",""
"","155","The email suggestion should not be displayed when the field is invalid","EmailSpellCheckInput","Thu Jan 16 17:01:31 UTC 2025","passed","Thu Jan 16 17:01:31 UTC 2025","","","",""
"","10","should validate the form for case: valid form for unique date","validationSchema","Thu Jan 16 17:00:56 UTC 2025","passed","Thu Jan 16 17:00:56 UTC 2025","","","",""
"","2","should validate the form for case: missing a day value for weekly recurrence","validationSchema","Thu Jan 16 17:00:56 UTC 2025","passed","Thu Jan 16 17:00:56 UTC 2025","","","",""
"","1","should translate query params to api params for individual offers","translate","Thu Jan 16 17:01:07 UTC 2025","passed","Thu Jan 16 17:01:07 UTC 2025","","","",""
"","7","should display the EAC section when adage application in progress","PartnerPages","Thu Jan 16 17:00:58 UTC 2025","passed","Thu Jan 16 17:00:58 UTC 2025","","","",""
"","1","when it is in offerer venue","formatOfferEventAddress","Thu Jan 16 17:02:23 UTC 2025","passed","Thu Jan 16 17:02:23 UTC 2025","","","",""
"","33","should call callback action onblur when clicking outside the button","ButtonLink","Thu Jan 16 17:01:51 UTC 2025","passed","Thu Jan 16 17:01:51 UTC 2025","","","",""
"","50","should render a link to BannerPendingEmailValidation information when email is empty","BannerPendingEmailValidation component","Thu Jan 16 17:03:18 UTC 2025","passed","Thu Jan 16 17:03:19 UTC 2025","","","",""
"","38","should display a DatePicker","components | FilterByEventDate","Thu Jan 16 17:03:13 UTC 2025","passed","Thu Jan 16 17:03:13 UTC 2025","","","",""
"","149","should submit the form when clicking the continue button","Offerer","Thu Jan 16 16:58:58 UTC 2025","passed","Thu Jan 16 16:58:58 UTC 2025","","","",""
"","95","should link offerer to user when they confirm","screens:SignupJourney::Offerers","Thu Jan 16 16:59:20 UTC 2025","passed","Thu Jan 16 16:59:20 UTC 2025","","modal handling","",""
"","0","should return list containing only BookingRecap matching partial beneficiary email keywords","filterBookingsRecap","Thu Jan 16 16:59:25 UTC 2025","passed","Thu Jan 16 16:59:25 UTC 2025","","","",""
"","0","should return start datetime in user timezone when booking limit datetime is the same as start datetime","buildBookingLimitDatetimeForStockPayload","Thu Jan 16 17:02:15 UTC 2025","passed","Thu Jan 16 17:02:15 UTC 2025","","","",""
"","46","should not call tracker when footer suggestion is not visible","AdageDiscovery","Thu Jan 16 17:00:28 UTC 2025","passed","Thu Jan 16 17:00:29 UTC 2025","","","",""
"","262","should store search value","route Offers","Thu Jan 16 16:58:16 UTC 2025","passed","Thu Jan 16 16:58:16 UTC 2025","","url query params","",""
"","37","should render the description as text","Description","Thu Jan 16 17:03:03 UTC 2025","passed","Thu Jan 16 17:03:03 UTC 2025","","","",""
"","163","should display the right wording without the OA FF","App","Thu Jan 16 17:01:22 UTC 2025","passed","Thu Jan 16 17:01:23 UTC 2025","","OA feature flag","",""
"","0","should return false otherwise","hasMusicType","Thu Jan 16 16:59:11 UTC 2025","passed","Thu Jan 16 16:59:11 UTC 2025","","","",""
"","56","should display actionsBar when at least one offer is selected","IndividualOffersScreen","Thu Jan 16 16:58:22 UTC 2025","passed","Thu Jan 16 16:58:22 UTC 2025","","","",""
"","0","should block when leaving visibility creation","components | RouteLeavingGuardCollectiveOfferCreation","Thu Jan 16 17:00:30 UTC 2025","passed","Thu Jan 16 17:00:30 UTC 2025","","","",""
"","12","should display given success text with icon","Notification","Thu Jan 16 17:02:10 UTC 2025","passed","Thu Jan 16 17:02:10 UTC 2025","","","",""
"","11","should render message when has a pending bank account and no valid one","BankInformations page","Thu Jan 16 16:59:27 UTC 2025","passed","Thu Jan 16 16:59:27 UTC 2025","","","",""
"","0","should disable all fields for provided offers","setFormReadOnlyFields","Thu Jan 16 16:59:11 UTC 2025","passed","Thu Jan 16 16:59:11 UTC 2025","","","",""
"","24","should not be displayed when offer is no editable","IndividualOfferRow","Thu Jan 16 16:59:09 UTC 2025","passed","Thu Jan 16 16:59:09 UTC 2025","edit offer link","action buttons","",""
"","3","should return the initial values if the venue cant be found","applyVenueDefaultsToFormValues","Thu Jan 16 17:01:16 UTC 2025","passed","Thu Jan 16 17:01:16 UTC 2025","","","",""
"","6","should not display the dialog when the button modal was not opened or was closed","AdageButtonFilter","Thu Jan 16 17:01:18 UTC 2025","passed","Thu Jan 16 17:01:18 UTC 2025","","","",""
"","121","should update active status value for template offer","OfferEducationalActions","Thu Jan 16 16:59:22 UTC 2025","passed","Thu Jan 16 16:59:22 UTC 2025","","","",""
"","339","should block download several invoices at same time for more than 24 invoices","reimbursementsWithFilters","Thu Jan 16 16:58:49 UTC 2025","passed","Thu Jan 16 16:58:50 UTC 2025","","","",""
"","169","should display an error when the venue could not be updated","VenueFormScreen","Thu Jan 16 16:59:19 UTC 2025","passed","Thu Jan 16 16:59:19 UTC 2025","","","",""
"","52","should archive offers on click on ""Archiver""","ActionsBar","Thu Jan 16 16:58:26 UTC 2025","passed","Thu Jan 16 16:58:26 UTC 2025","","","",""
"","1","should return stock details from requested offer when requestedDate, totalStudents and totalTeachers are defined","extractInitialVisibilityValues","Thu Jan 16 17:00:24 UTC 2025","passed","Thu Jan 16 17:00:24 UTC 2025","","","",""
"","30","should send event when offer is remove from favorites","OfferFavoriteButton","Thu Jan 16 17:02:11 UTC 2025","passed","Thu Jan 16 17:02:11 UTC 2025","","","",""
"","459","should show errors in the form when not all field has been filled","IndividualOfferDetails","Thu Jan 16 16:58:12 UTC 2025","passed","Thu Jan 16 16:58:13 UTC 2025","","","",""
"","89","should not display statistics dashboard when selected offerer is active but not validated","Homepage","Thu Jan 16 17:00:00 UTC 2025","passed","Thu Jan 16 17:00:00 UTC 2025","","render statistics dashboard","",""
"","45","should disable visibility form if offer is not editable","CollectiveOfferVisibility","Thu Jan 16 16:58:50 UTC 2025","passed","Thu Jan 16 16:58:50 UTC 2025","","","",""
"","127","should show the card with the offer title","AdageOfferListCard","Thu Jan 16 17:02:25 UTC 2025","passed","Thu Jan 16 17:02:25 UTC 2025","","","",""
"","21","should log previous action","screens:SignupJourney::ActionBar","Thu Jan 16 17:01:26 UTC 2025","passed","Thu Jan 16 17:01:26 UTC 2025","","","",""
"","89","should display total number of offers in plural if multiple offers","CollectiveOffersScreen","Thu Jan 16 16:58:38 UTC 2025","passed","Thu Jan 16 16:58:38 UTC 2025","","","",""
"","62","should not show a count restriction message if there is no maximum count","SelectAutocomplete","Thu Jan 16 16:58:30 UTC 2025","passed","Thu Jan 16 16:58:30 UTC 2025","","","",""
"","0","should return list containing only BookingRecap matching beneficiary firstname lastname in that order","filterBookingsRecap","Thu Jan 16 16:59:25 UTC 2025","passed","Thu Jan 16 16:59:25 UTC 2025","","","",""
"","42","should filter options with the default filter function when the user types in the field","SelectAutocomplete","Thu Jan 16 16:58:29 UTC 2025","passed","Thu Jan 16 16:58:29 UTC 2025","","filter","",""
"","602","should submit the form with correct payload in edition","IndividualOfferDetails","Thu Jan 16 16:58:15 UTC 2025","passed","Thu Jan 16 16:58:15 UTC 2025","","","",""
"","243","calls the callback on remplacer button click","venue image edit","Thu Jan 16 17:02:12 UTC 2025","passed","Thu Jan 16 17:02:12 UTC 2025","","","",""
"","30","should not deactivate offers on click on ""Masquer"" when at least one offer is not published or expired","ActionsBar","Thu Jan 16 16:58:26 UTC 2025","passed","Thu Jan 16 16:58:26 UTC 2025","","","",""
"","206","should render component","screens:SignupJourney::OffererAuthentication","Thu Jan 16 17:00:19 UTC 2025","passed","Thu Jan 16 17:00:19 UTC 2025","","","",""
"","27","should load saved venue in localStorage if no get parameter","PartnerPages","Thu Jan 16 17:00:47 UTC 2025","passed","Thu Jan 16 17:00:47 UTC 2025","","","",""
"","51","should render component with new sections and empty address data","Summary","Thu Jan 16 16:58:13 UTC 2025","passed","Thu Jan 16 16:58:13 UTC 2025","","On Creation","",""
"","187","should not show the cancelled status option if the ENABLE_COLLECTIVE_NEW_STATUSES FF is inactive","CollectiveOffersScreen","Thu Jan 16 16:58:41 UTC 2025","passed","Thu Jan 16 16:58:41 UTC 2025","","","",""
"","21","should only display phone number","RequestFormDialog","Thu Jan 16 16:59:32 UTC 2025","passed","Thu Jan 16 16:59:32 UTC 2025","","","",""
"","53","should render domains card","OfferCard component","Thu Jan 16 17:03:19 UTC 2025","passed","Thu Jan 16 17:03:19 UTC 2025","","","",""
"","1","should validate the form for case: event time should be after current time when start date is today","validationSchema","Thu Jan 16 17:01:05 UTC 2025","passed","Thu Jan 16 17:01:05 UTC 2025","","","",""
"","1090","should attempt to fetch income data with the selected venues and display a loading spinner meanwhile","Income","Thu Jan 16 16:58:44 UTC 2025","passed","Thu Jan 16 16:58:45 UTC 2025","","when the user changes venue selection","",""
"","9","should render ""en instruction"" status when ff is active for PENDING displayed status","CollectiveStatusLabel","Thu Jan 16 17:01:01 UTC 2025","passed","Thu Jan 16 17:01:01 UTC 2025","","","",""
"","0","should disable category/subcategory/venue fields when updating a regular offer","setFormReadOnlyFields","Thu Jan 16 16:59:11 UTC 2025","passed","Thu Jan 16 16:59:11 UTC 2025","","","",""
"","52","should close the options panel when the Tab key is pressed","SelectAutocomplete","Thu Jan 16 16:58:29 UTC 2025","passed","Thu Jan 16 16:58:29 UTC 2025","","keys","",""
"","10","should display given pending text with icon","Notification","Thu Jan 16 17:02:10 UTC 2025","passed","Thu Jan 16 17:02:10 UTC 2025","","","",""
"","4","should render ""remboursée"" status when ff is active","CollectiveStatusLabel","Thu Jan 16 17:01:01 UTC 2025","passed","Thu Jan 16 17:01:01 UTC 2025","","","",""
"","1","should singularize word if 0 offer","pluralize","Thu Jan 16 17:02:45 UTC 2025","passed","Thu Jan 16 17:02:45 UTC 2025","","standard words","",""
"","2","should display label for variant: red","Tag","Thu Jan 16 17:03:31 UTC 2025","passed","Thu Jan 16 17:03:31 UTC 2025","","render","",""
"","1","should compute params with given prefilters","buildBookingsRecapQuery","Thu Jan 16 17:02:36 UTC 2025","passed","Thu Jan 16 17:02:36 UTC 2025","","","",""
"","1","should match only if every word of the pattern were found in the label","searchPatternInOptions","Thu Jan 16 17:02:05 UTC 2025","passed","Thu Jan 16 17:02:05 UTC 2025","","","",""
"","48","should show an error message notification when domains could not be fetched","AdageDiscovery","Thu Jan 16 17:00:28 UTC 2025","passed","Thu Jan 16 17:00:28 UTC 2025","","","",""
"","216","should render review dialog when clicking on the review button","UserReview","Thu Jan 16 17:03:29 UTC 2025","passed","Thu Jan 16 17:03:29 UTC 2025","","","",""
"","0","should return provider information which id match beginning of name","getProviderInfo","Thu Jan 16 17:03:12 UTC 2025","passed","Thu Jan 16 17:03:12 UTC 2025","","","",""
"","355","should indicate that no offers match selected filters","route CollectiveOffers","Thu Jan 16 16:58:32 UTC 2025","passed","Thu Jan 16 16:58:33 UTC 2025","status filters","filters","",""
"","0","should invalidate the following email address : test@test.c","isValidEmail","Thu Jan 16 17:03:33 UTC 2025","passed","Thu Jan 16 17:03:33 UTC 2025","","","",""
"","1","should build subcategory options","buildSubcategoryOptions","Thu Jan 16 16:59:11 UTC 2025","passed","Thu Jan 16 16:59:11 UTC 2025","","","",""
